A man in a hat riding a bucking horse.	hat horse riding man bucking.
The brown dog is playing in the white snow.	brown snow dog white playing.
Man in white suit throws first pitch at baseball game.	suit first pitch game baseball man throws white.
A man in a white shirt is making a speech into a microphone.	white into shirt making microphone speech man.
A woman performing at a concert.	woman concert performing.
A group of young men is playing a game on the beach.	men playing young game group beach.
A man in a black outfit poses in front of the eiffel tower.	poses outfit front black tower eiffel man.
A man in a boat in a blue shirt and hat has a fishing pole that is bent halfway.	bent fishing man boat halfway that shirt has hat blue pole.
Four rockers posing on a tree stump.	posing rockers stump four tree.
Two guys, one is carrying a bag, and one girl are walking down the street.	girl down one carrying two bag, walking guys, one street.
A sculptor poses in front of his work.	poses his sculptor front work.
A man looks at the camera as he stands outside a subway entrance, while a girl behind him talks on her cellphone.	outside as girl camera entrance, cellphone he while behind looks him stands man her subway talks.
A group of people outside a church at a wedding.	wedding people outside church group.
A group of seated men have coffee around two tables.	seated two tables coffee have around group men.
A large group of people at a party.	party people group large.
A man wearing brown is outside next to a bicycle	outside wearing bicycle next man brown to.
People outside a house in snow.	people outside house snow.
A person sitting next to a tripod watches boats in a harbor.	to person harbor watches boats next tripod sitting.
A man juggles at the beach.	juggles man beach.
A fluffy white dog running across the snow.	running white snow across fluffy dog.
Several people met in a session, some with computers, some needing stand.	stand session, needing computers, met people some several some.
A man on a boat dock looking onto the water at a boat	man boat dock onto looking boat water.
A woman in red is slightly hunched over next to a brick building.	over red slightly to hunched next brick woman building.
A man with tattoos is lounging on a couch holding a pencil.	couch lounging pencil holding tattoos man.
Two husky-like white dogs are outside on snow.	dogs white snow husky-like outside two.
A child in a blue sleep suit plays with a red mop in a red bucket.	red child sleep plays suit red bucket blue mop.
A white dog running in the snow.	snow running dog white.
The photo looks down on a street where five pedestrians are walking.	down photo pedestrians looks walking street five where.
Several people with baggage, lost looks on their faces, and comfortable.	several their baggage, lost looks comfortable people faces,.
Numerous men and women enjoying an outdoor area.	outdoor enjoying numerous women area men.
Two boys watch a third boy kicking some snow.	two watch third boy kicking some snow boys.
A man in a long-sleeved lack shirt sitting at an organ in a large building as people 3 people look on.	people people as building man shirt look organ on lack large 3 long-sleeved sitting.
A man plays makeshift drums on white buckets in the snow.	white man plays drums buckets makeshift snow.
A boy with a zip-up sweater is playing the french horn.	french playing sweater horn zip-up boy.
A man is sitting with his music stand in front of him.	him his stand music man sitting front.
A brown and black down with a blue collar near a soccer ball on a grassy field.	field black brown down collar soccer grassy ball blue near.
A man on a bicycle rides past a bright blue door.	man bicycle rides blue door past bright.
A tribesman makes his way up a tree with his feet and his hands.	way tribesman his feet his tree makes his up hands.
A group of mothers are sitting and breast feeding their babies.	mothers sitting babies breast group their feeding.
Two cows stand in front of people riding a bus.	front stand riding two people bus cows.
A man is sitting on a bench at a subway station.	subway sitting station man bench.
A man with a green jacket and a black hat standing near a doorway.	doorway near man green standing hat black jacket.
The gray and white dog is walking on gravel.	dog white gravel gray walking.
A man on a skateboard is jumping in the air with it.	it skateboard man air jumping.
Two male soccer players are resting to take a drink.	soccer two resting to drink players male take.
A toddler walking through an old building in a blue outfit.	walking toddler through outfit building old blue.
A dog runs through the snow.	runs through snow dog.
A child in a blue jacket and helmet is on a skateboard.	blue helmet child jacket skateboard.
Two men working on building a house.	men house building working two.
The child is standing on top of a snowbank with their arms outstretched.	arms child outstretched standing snowbank their top.
Two young girls in fancy dresses are standing outside.	young two outside dresses fancy girls standing.
A toy lego set is featured in the foreground while a woman and child play with it in the background.	while foreground lego set it background woman child toy play featured.
Kids forming a rock band.	band rock kids forming.
A group of six people relaxing in the living room and playing a board game.	living relaxing six board group room game people playing.
Surfer catching a good, deep clear blue, wave.	deep catching surfer good, wave clear blue,.
A man standing at the top of a plastic chair eye bulling the different kind of hats	eye bulling man plastic different hats chair kind standing top.
A man working on laying a new roof.	new working man roof laying.
A girl in a bathrobe holding a plate of food stands next to a boy holding utensils and a red cup.	boy holding red bathrobe cup next stands girl holding utensils to plate food.
Two people sleep on a bench.	bench two people sleep.
Two men and a child are using a ruler on a wall.	ruler wall child men two using.
Indian man with elephant and group of indian children in temple.	temple indian elephant indian children group man.
A boy has a spiked bracelet and a strange glove on.	strange boy on bracelet spiked has glove.
A man known as Deleon speaks at a Q&amp;A.	q&amp;a man speaks deleon as known.
Man with glasses on speaking in a microphone surrounded by a group of people.	by people speaking group microphone surrounded glasses man.
A small child plays with a batman toy car	child plays car toy small batman.
A lady wearing a green sweater is putting candy on a shelf.	green sweater lady candy shelf putting wearing.
Two children hug one another.	one hug another children two.
A large crowd of people watch the stage as an outside concert takes place.	crowd people place stage as concert takes large outside watch.
A little girl looking at a large boulder	boulder large little girl looking.
A black dog plays with two soft toys in front of a fireplace.	soft black dog fireplace toys two plays front.
Ensuring that an accurate account of all I see here is appropriately recorded.	here see all i appropriately ensuring that accurate account recorded.
A man looks through a microscope while another man in the background also looks through a microscope.	while looks looks background through man microscope microscope also man through another.
A group of guys swimming in red trunks.	swimming red trunks group guys.
A black dog wearing a blue collar is running through the snow.	through snow collar wearing blue running black dog.
A woman looks at art in a gallery while two children sit on the floor.	floor children while gallery woman two art sit looks.
A white female in a red dress assisting a black female bride into her white wedding dress.	dress red assisting into female female white white black bride wedding dress her.
Many people near a crosswalk in a busy city.	busy near city people many crosswalk.
Man in costume talks to a girl in a blue hoodie in a conference center.	blue to center costume girl talks hoodie man conference.
A man is walking on the beach at sunrise.	walking beach man sunrise.
A group of people taking a stroll on the beach at sunset.	taking group stroll people sunset beach.
Seven children are jumping in a grassy meadow.	grassy seven children jumping meadow.
A beige dog and brown dog in the snow.	dog snow beige brown dog.
A ragged man sleeping behind a building.	man building ragged sleeping behind.
A man climbing an icy glacier with the assistance of a pick.	icy climbing man assistance pick glacier.
A little girl riding a skateboard while a boy swings a toy at her.	while skateboard riding little girl toy her boy swings.
A man wearing a plaid shirt is painting on a large sheet.	man painting wearing plaid large sheet shirt.
A man writing something down behind a bush.	bush behind man something down writing.
A man rides on a unicycle down the sidewalk.	sidewalk man rides down unicycle.
A woman is shampooing and man's head in a hair salon.	man's shampooing head salon woman hair.
A woman with a blue hat is taking photos in an area covered in brush.	taking brush photos covered woman hat area blue.
A firefighter is putting wooden blocks under a crushed blue car.	putting firefighter car crushed wooden under blocks blue.
A brown and black dog running through a grassy field	black running brown dog grassy through field.
An adult male is kneeling on top of a roof make repairs	top adult repairs male roof make kneeling.
A man shows a woman how to use a saw to cut a board.	woman use board cut saw shows man to to how.
Two people walking down a city street at night	two street walking people city night down.
A group of guys working on a small blue open-topped racing vehicle.	blue vehicle small group guys working open-topped racing.
A firefighter is working at a fire.	working firefighter fire.
A white dog is running through the snow.	running through white dog snow.
A man playing a black grand piano.	playing man grand piano black.
A cow lies on a walkway between two rails as some people relax nearby and a woman walks away.	relax two walkway lies walks people cow as between some away rails nearby woman.
Crowd of people with red construction hats standing around a oil pump.	red pump hats oil standing people crowd around construction.
Two men in martial arts clothing are kneeling before racks of weapons.	weapons before racks two kneeling men martial arts clothing.
A brown dog plays in the snow.	brown snow dog plays.
There is a construction site with a backhoe and a man with a shovel.	shovel backhoe there construction man site.
Two men wearing bright yellow vests sit in a vehicle.	yellow vehicle vests wearing men sit two bright.
There are two men in yellow vests working in a large green filed.	two large yellow men green there filed vests working.
A little girl is riding a bicycle.	bicycle riding little girl.
A man with a thin beard and brown jacket plays "Guitar Hero" in a crowded room.	brown plays man hero" beard thin crowded jacket room "guitar.
A rider on a horse landing from a jump.	landing rider jump horse from.
A man with glasses talks to a group of friends.	man talks friends group glasses to.
A lady with a pink hoodie is taking a video of large screen monitor of a sports team.	large screen taking lady team sports monitor pink hoodie video.
A lady dressed in a black coat, jean skirt, black boots and black handbag, walking by a huge ad of a lady digging through her purse.	handbag, ad black walking huge dressed black by purse coat, black lady skirt, through boots digging her jean lady.
A female dancer does a center leap across a stage.	stage does female across dancer leap center.
A brown, black and white dog is on a obstacle course.	obstacle dog white brown, black course.
A skateboarder doing a trick on a ramp	doing trick skateboarder ramp.
Two adorable children who were dressed very similar by their mother are enjoying a train ride.	train adorable two dressed by their very ride mother children who enjoying similar.
A muscular man in swim trunks plays paddle ball on the beach	trunks swim beach ball plays man muscular paddle.
A curly-haired man is talking or possibly debating with a blond-haired man in front of a table.	possibly man front debating talking table man or blond-haired curly-haired.
A policeman is sitting in a van looking out the window.	van sitting policeman looking out window.
Two men are working on a circular window by standing on chairs.	by chairs two circular window standing working men.
A blond woman in blue clothes is playing a cello.	playing blond blue woman clothes cello.
A woman sitting in a chair while a man is removing her garter belt	woman while belt man garter her chair sitting removing.
Several dogs grouped together in a winter setting.	grouped together several winter dogs setting.
This young man is shaving in front of a mirror.	young man this shaving front mirror.
A man wearing a blue shit is standing up speaking.	man blue up shit wearing standing speaking.
An Indian man wearing a turban walks along a sidewalk.	man sidewalk wearing turban walks along indian.
A man climbs up a rock.	rock man climbs up.
Several dancers are doing leg lifts on stage.	several leg stage doing lifts dancers.
A shirtless male is riding a skateboard, performing a trick.	trick riding performing skateboard, male shirtless.
A Japanese man in a red shirt, at the olympics playing tennis.	japanese playing man red shirt, tennis olympics.
A man throws the bowling ball to knock down the last pin.	man bowling knock ball to pin last throws down.
A woman dressed in a traditional wrap can be seen through a small hole archway.	dressed be woman through small seen traditional archway hole can wrap.
A woman carrying a bowl on her head is walking ahead of a child outside.	child her walking outside head bowl woman ahead carrying.
Two chefs trying to figure out how to prepare the meal.	meal figure prepare two to how chefs out to trying.
Several men are walking and standing in John A. Noble facility.	several men noble standing walking john facility.
A child is playing among a flock of birds in the park.	child park birds playing flock among.
A Food Vendor selling food at a street market.	food street selling food market vendor.
An Asian woman in black clothing is sitting in a public place.	woman clothing place asian sitting public black.
The building is covered with red &amp; black graffiti.	black red graffiti &amp; building covered.
A man in a canoe paddles while another man tosses a net out into a large body of water.	paddles man into out canoe man while another body net tosses water large.
A normal sunny day in a big city.	big day normal city sunny.
A big black dog bares its teeth while running through the snow.	black through bares dog running teeth while snow big its.
A man is being attacked by a German Shepherd.	shepherd german by attacked man being.
A loving woman kneeling down near 3 cats while tending to and feeding an injured cat.	tending to down while near woman injured cat feeding 3 kneeling cats loving.
A big man plays guitar on stage.	stage big guitar plays man.
A young child is sitting in a swing at a playground.	young swing playground child sitting.
A man peers at an object through a microscope.	peers through object microscope man.
Three brightly robed girls are sitting on a rock ground in front of a large rock.	ground rock sitting brightly robed girls front rock three large.
A bundled up toddler is walking over snow.	toddler bundled up walking over snow.
Many individuals are waiting patiently for the line to go down to enter this building.	individuals waiting to down patiently enter building to go line this many.
A fisherman in a field near a lake.	lake fisherman field near.
Two young children are playing with a teenage girl who is blindfolded.	young girl children who teenage playing two blindfolded.
A man being picked up by his teammates to catch the ball.	being up teammates his catch by ball to picked man.
A young boy kicking a soccer ball with a young girl in the background.	girl young background young soccer boy kicking ball.
Two teams battle it out for the win!	two win! battle it teams out.
A snowboarder is taking a picture in front of some trees.	picture taking trees snowboarder front some.
A man wearing jeans and a hooded, long-sleeved top, and a backpack, walks in a desert.	top, long-sleeved man backpack, hooded, walks wearing jeans desert.
Three young women embrace while displaying baked goods in kitchen.	displaying kitchen young while baked women embrace goods three.
A boy and girl run across a grassy field towards a forested hill.	girl towards forested grassy across run boy field hill.
A group of men and women gather around a conference table.	women group table conference men around gather.
Two dark-haired girls are in a crowd.	two dark-haired girls crowd.
A woman wearing a yellow jacket skis down a snowy hill.	skis down yellow hill jacket snowy wearing woman.
A woman stands with a ferret and a dog.	stands dog woman ferret.
A male is sitting at a table with a coffee cup in front of his left arm.	front his coffee male table arm sitting cup left.
Kids play in a blow up playground.	play playground kids up blow.
A young boy welds a piece of metal while shielding his face.	young piece metal welds boy shielding face his while.
A man walking 3 dalmatians along a sunny street.	street walking man 3 sunny along dalmatians.
These three men are jogging the same direction down a city street wearing sunglasses.	three street sunglasses jogging same men direction down wearing these city.
A group of women competing in roller derby.	group competing derby women roller.
A broen haired woman wearing a black coat with coffee in her hand	her coat woman wearing broen coffee black hand haired.
A little boy is paining a plate.	boy little plate paining.
The large brown dog is paddling in the water.	brown water large paddling dog.
Two men in business attire standing behind a camera.	two camera behind men standing business attire.
Young friends in a park relaxing and enjoying conversation with each other.	each conversation other friends young park enjoying relaxing.
An Asian band in a parade with a female band majorette.	majorette band female parade asian band.
Three girls dressed alike in plaid skirts and hats, green sweaters, and blue knee socks walk together.	socks alike blue sweaters, plaid green hats, girls together skirts walk dressed three knee.
A girl throwing a soccer ball while sitting down.	while sitting soccer ball down girl throwing.
A girl in a pink jersey and green knee high socks kicks a soccer ball.	girl knee kicks green soccer socks pink high ball jersey.
A girl walking in front of a soccer net during a game.	walking girl game during net soccer front.
A man, who is wearing a black cap and a mostly gray hoodie, seems to be at a party.	black gray man, mostly wearing seems who to be hoodie, cap party.
A man is sitting on a black and brown dog.	black man sitting dog brown.
A red convertible is driving down the road and is stopped by an onlooker.	road driving down convertible onlooker stopped red by.
Black man painting a sign.	painting man black sign.
A boy wearing a green shirt is jumping in front of a lane at a bowling alley.	green bowling front wearing jumping boy shirt lane alley.
The two woman are looking at something.	two looking something woman.
A girl kicks a ball with three girls doing the same in the background.	kicks ball doing background girls girl three same.
A little girl playing in a soccer game.	game soccer playing little girl.
Four young girls in green and blue uniforms play soccer together.	play young blue green together uniforms soccer girls four.
A young girl prepares to kick a pink soccer ball.	girl pink to soccer young prepares kick ball.
A girl footballer stands near a fence about to toss the ball back into play.	about toss ball play stands to back near into footballer fence girl.
An older man sitting outside in the sun watching something under his umbrella.	outside sun sitting watching man umbrella under his older something.
A young man and an older man sit on a plaid loveseat.	plaid man man loveseat sit older young.
Two women holding children talking to one another.	talking two to another children one women holding.
A blond-haired toddler boy looks ahead while a blond-haired woman adjusts his collar.	collar adjusts blond-haired while ahead woman boy toddler his looks blond-haired.
A woman dressed in black is silhouetted against a cloud darkened sky.	against cloud woman darkened black sky silhouetted dressed.
A child with a moose on his shirt is playing with a train set.	child moose playing shirt his set train.
A child looks nervous at the top of a slide.	top looks slide child nervous.
A soccer game being played as the sun sets.	as game sun being played sets soccer.
A young boy wearing Mr. Potato Head teeth and glasses.	mr head boy wearing potato young teeth glasses.
Several people stand on stage with their arms held up in the air.	several people air held arms stand up their stage.
A girl wearing a yellow jacket sitting on a stone lion.	sitting lion wearing yellow girl stone jacket.
4 people standing next to a fire cooking a meal	next cooking meal standing 4 fire to people.
A young girl chasing a duck with bread in her hands.	hands chasing her girl bread duck young.
Two people are together and one of them is using a microphone.	together them two microphone one using people.
A man with glasses climbing a rock wall.	glasses man rock climbing wall.
A man in a yellow reflective vest squats on a lawn while using on a cellphone.	vest while cellphone man squats reflective lawn yellow using.
Five cricket players are lounging on the grass.	cricket players five grass lounging.
A woman in white is throwing a boy into the air.	throwing air boy woman into white.
One young man is wearing a hat and protective goggles while snowboarding.	while goggles one hat snowboarding young protective wearing man.
A man in a snorkel is swimming in the water viewing aquatic life.	viewing swimming life aquatic snorkel man water.
Some African American young adults are playing volleyball.	volleyball playing american young some african adults.
A man is building a large sand castle on the beach.	building castle large sand beach man.
A man on Rollerblades glides down a park path.	park path glides rollerblades down man.
Two puppies are playing in the green grass.	playing two puppies green grass.
An Asian man is carrying a baby in a matching robe.	robe asian carrying man baby matching.
A man plays his guitar in a dimly lit room.	his room dimly man lit plays guitar.
A dog is jumping to catch a Frisbee.	catch dog to frisbee jumping.
Two guys and a woman standing and talking in a playground.	playground talking woman two standing guys.
A young girls is laying in a snow cave	laying young girls cave snow.
A woman in blue sits on a curb next to blue railings in front of the ocean.	to woman railings sits blue next blue curb front ocean.
People are walking down a street.	down people street walking.
A group of young boys in red robes are bringing their pots to be filled with water.	be filled pots red group their boys water bringing robes young to.
A professional swimmer racing to the finish line.	line professional racing swimmer to finish.
A man is in a pool getting ready to begin a race.	getting race pool begin ready to man.
An Indian woman using a pulley to obtain a jug.	obtain using jug pulley indian to woman.
A group of synchronized swimmer arrange themselves in a star shape in a pool.	synchronized swimmer star arrange shape pool themselves group.
A brown dog shaking off water.	dog off shaking water brown.
Two women on a movie set reviewing film	set film movie two women reviewing.
A man and woman laughing.	man laughing woman.
Three girls wear straw hats and dance on a stage.	dance hats stage wear three girls straw.
A man in a workout suit is reading to a woman.	man reading suit woman to workout.
A young man and woman are at a dinner table with food in front of them.	man table food them front young woman dinner.
Two joyful people are walking down the city street.	street city people two joyful down walking.
A woman bends over to attend to her child in a yellow jacket.	bends attend over to her woman child to jacket yellow.
A woman is walking and dragging a suitcase.	suitcase woman walking dragging.
A man jumping in the sand along the shore while holding something in his hand.	something his shore holding while man hand jumping sand along.
Construction in the city at night.	construction night city.
Two police officers in bright yellow uniforms are standing and talking to one another.	police another yellow to talking standing bright one two uniforms officers.
A black man is pulling a blue shirt while distracted.	black shirt blue while pulling distracted man.
Two men in business suits are discussing a topic while standing up in front of a podium.	men while discussing two suits business standing up topic podium front.
A dance performance is going on in front of an audience.	dance audience going front performance.
A gray and white puddle fighting next to another black and brown dog on a bed.	dog bed next puddle white fighting to gray brown another black.
Man in sunglasses and leather jacket looking down	sunglasses down man leather jacket looking.
A young boy climbs a spiral staircase in a room full of books.	boy room staircase full climbs spiral books young.
A young boy swings a bat at a large baseball.	baseball swings young boy large bat.
A man and a woman are having drinks at a table.	having woman man drinks table.
A man is setting up equipment for a rock show.	setting equipment up man rock show.
A person is walking their dog on a leash while a child in a red shirt rides by on a skateboard	child walking dog leash person skateboard shirt red rides by their while.
A man leans against a building near a busy street.	near man busy against leans street building.
A store with Wii consoles in it and people looking at them.	them people wii it store consoles looking.
A black dog caught in mid-jump catching a toy in his mouth.	mouth his mid-jump dog catching toy black caught.
A woman in a plaid coat is standing in front of washing machines inside a laundromat.	woman front inside machines standing coat laundromat plaid washing.
Men behind windows with bars on them.	behind windows bars them men.
A man on a huge chunk of snow, holding a rope.	snow, chunk holding man rope huge.
A woman happily opened her gift and discovers a KitchenAid blender.	gift happily opened woman her discovers blender kitchenaid.
Crowd waiting on Main Street subway platform for a train.	platform crowd main street train waiting subway.
A man and woman are waiting for their food at a restaurant.	woman man waiting their restaurant food.
A man with black hair and glasses is holding a camera on a tripod.	glasses holding tripod man camera hair black.
Man with blue pants flipping in the air.	man air flipping blue pants.
Two men in a band play guitar and sing on stage.	band sing two stage men play guitar.
A girl climbing a chain link fence.	chain fence climbing girl link.
A member of a band is playing a keyboard.	keyboard band member playing.
The Bellingham High School band performing.	performing school band bellingham high.
Two men and a woman are standing in water with a golden retriever.	water two men retriever woman standing golden.
An African American man holding a guitar looking out the window.	holding out guitar window african looking man american.
Child in blue shirt smiles about what's in his hand.	shirt what's smiles his hand blue about child.
A person in a yellow shirt sits on a sidewalk.	sits sidewalk yellow shirt person.
There is girl standing on the pier wearing a blue shirt and holding a fishing rod.	rod holding fishing pier there standing blue shirt wearing girl.
A blond girl sleeps on a couch.	blond sleeps couch girl.
The brown dog is being chased by a black dog while holding a small toy in his mouth.	chased black holding by small brown dog being his toy mouth dog while.
Two black and brown dogs looking at each other.	each black looking dogs brown two other.
A crowd of people sit at round tables in a banquet hall.	banquet crowd hall sit tables people round.
Two women wearing open toed shoes are riding a motorcycle.	open wearing two women shoes riding motorcycle toed.
A girl riding a bike with her helmet on with overcast weather.	bike girl her weather helmet overcast riding.
A group of people are enjoying themselves at a table.	themselves enjoying people table group.
A man playing a guitar while standing in front of a microphone singing.	singing standing microphone while man front guitar playing.
This lady is singing in a club.	club this lady singing.
A black dog is facing a brown dog in an open outdoor space.	brown open space dog outdoor facing black dog.
A woman in pink walking under the twin flyovers	pink woman flyovers walking under twin.
Two people in brightly colored outfits handle squares of fabric with colorful designs.	fabric outfits colorful brightly people squares handle colored two designs.
A young girl in a beige dress running near a wooded area.	young girl wooded beige area near running dress.
Two children play on the bed with a remote control.	children remote two control bed play.
Children playing soccer, one in the process of kicking the ball.	children one soccer, playing kicking ball process.
A short-haired, brunette woman singing into the microphone up on stage with her band.	band up short-haired, microphone stage her singing into woman brunette.
A group of women in matching uniforms, one of which is speaking.	one which speaking matching group women uniforms,.
A man in a black shirt is singing into a microphone.	black into singing man microphone shirt.
A fireman douses a red truck that is smoking as a police officer approaches.	that douses police fireman approaches officer as smoking red truck.
A group of people waiting around under the freeway.	under people waiting group around freeway.
A newlywed couple stands in front of a large crowd.	front newlywed couple stands large crowd.
A group of boys are playing on a beach.	beach group boys playing.
Two people are getting soaked by a waterfall.	by two people soaked getting waterfall.
A young newlywed couple cuts their wedding cake that their reception.	young reception cake couple that newlywed wedding their their cuts.
A few people are sitting down watching a woman present something in a classroom as an gentleman looks reluctant in the background.	sitting down woman present background watching looks something as reluctant few classroom people gentleman.
A barefoot woman in a red and green skirt is surrounded by clay pots and is working with clay.	barefoot surrounded pots clay red working clay by skirt green woman.
A boy is playing with a screwdriver.	screwdriver boy playing.
A child wearing a gray sweater holds a crab and looks at it.	gray crab child wearing looks it holds sweater.
A flautist plays the flute in a marching band	band plays marching flute flautist.
The kid rides his green and black bike down the street.	kid black rides his street down bike green.
Two men hanging from ropes over a waterfall.	two from men over hanging ropes waterfall.
Four female passengers wait for their train, one is sitting and the rest are standing.	rest four passengers train, standing wait female their one sitting.
Three dogs are running side by side on the grass.	running side by three dogs side grass.
A woman in a gray shirt and black Capris is running along a road.	shirt gray woman along black running road capris.
A boy is swimming in water.	swimming water boy.
A man with long hair and a green striped shirt talks to a woman who is listening intently.	to long intently talks shirt hair green listening woman who striped man.
Women posing in a goofy candid photo in a studio	women candid posing goofy studio photo.
A young girl just jumped out of her yellow swing.	jumped swing just young girl out yellow her.
A little girl in red is down on the ice	little ice girl down red.
A toddler all bundled up getting ready to go down a slide.	slide down up ready go all toddler getting to bundled.
Several dogs carry a man with a helmet through snow.	man dogs through helmet snow carry several.
Young African American child with beads in her hair looking at the camera and covering her mouth with a coat on.	camera hair coat american child young african looking mouth covering beads her her on.
A man is teaching three girls how to play an instrument.	how instrument girls play to man three teaching.
A young bare-chested man talking with a casually dressed man along a lonely desert road.	bare-chested young man lonely casually desert man talking along dressed road.
Brown and white dog playing in the grass.	dog white brown grass playing.
A woman in a floral pattern dress is operating a loom.	operating loom floral woman dress pattern.
Two men in blue clothing sit on a boat.	blue clothing men two boat sit.
Three workers hold buckets and crouch on beams with a view of a town below them.	view crouch below hold them buckets town beams three workers.
Hispanic people sitting on the beach in the sand talking on the phone.	phone talking sand beach people sitting hispanic.
A child jumps up near a body of water.	water jumps up body child near.
A child looks at a baby sleeping in a crib.	child baby crib sleeping looks.
Bespectacled man in suit opens wallet while a younger lady in formal wear laughs with him.	opens wallet younger laughs suit while him man wear lady formal bespectacled.
Men unlocking a gate for a train.	unlocking train gate men.
The women gives the man a hug and kiss while his dog is on the leash.	his leash man women kiss hug dog gives while.
A man receiving a haircut at a barber shop.	haircut shop barber man receiving.
A man inspects the uniform of a figure in some East Asian country.	figure east some uniform inspects man country asian.
A young boy rock climbing.	boy rock young climbing.
A man is rock climbing with spotters below.	below rock man spotters climbing.
Two small kids holding hands while walking in a street.	holding hands while two kids small walking street.
A black dog nursing black and white puppies.	dog puppies nursing white black black.
A young woman jumping up off the floor.	floor up off young jumping woman.
A group of men dressed in red are playing the drums.	drums dressed men playing group red.
An opposite side street-shot of Applebee's and Dave and Buster's restaurants.	dave buster's opposite street-shot side restaurants applebee's.
A young child smiling while on a swing at a playground.	swing child smiling playground young while.
Middle-aged man in yellow shirt standing on sidewalk holding a green bag and casting a shadow.	yellow sidewalk casting standing shirt middle-aged holding shadow green man bag.
A woman with a blue scarf is reading a magazine in front of a painting of sunflowers.	blue sunflowers front reading magazine painting woman scarf.
A man and a woman kissing outdoors.	outdoors man kissing woman.
A little girl playing the guitar, some flowers to the left.	some girl left playing little to flowers guitar,.
A woman and a child both wearing red outfits walking up a street	red walking up wearing outfits woman child both street.
A man in a blue plaid shirt walks behind people with his dog at the beach	behind plaid shirt man walks dog beach people blue his.
A girl inside a long tubular slide.	girl tubular inside long slide.
A man stands in the distance on the ocean while he stands on a small boat.	ocean stands he while man stands boat distance small.
A black and brown dog carries a red toy in his mouth.	mouth toy carries black red dog his brown.
A young child is walking along side a large black and brown dog with snow on the ground.	along ground black walking snow large brown young dog child side.
A man in a gray coat speaks into a microphone.	microphone man gray coat speaks into.
A group of young people holding bottles and pointing at the camera.	young camera bottles people pointing holding group.
Two women walk down the crowded street.	walk women crowded street two down.
The little girl in the pink top is running down the path.	little down girl running path pink top.
A woman wearing a black shirt giving a lecture.	shirt giving woman wearing lecture black.
There is a little girl in a pink helmet riding her pink bicycle along a waterway.	helmet there girl riding bicycle waterway along little pink her pink.
A track athlete is jumping a hurdle.	hurdle track jumping athlete.
A dog is jumping as he turns around on a beach.	jumping dog beach as turns around he.
A band plays on a small stage.	band small plays stage.
A girl in a black hat with a pink flower on it plays the keyboard.	hat black flower plays it pink keyboard girl.
A family prepares the dinner table for a party.	family prepares party dinner table.
A few people sitting on a pier looking at a lake.	sitting few people pier lake looking.
A band called Screaming Orphans is giving a concert.	orphans concert band screaming giving called.
We are singing the popular song for you all.	popular you singing song we all.
Kids race around a go-cart track with adult supervision.	supervision race around go-cart kids track adult.
A little body in an orange shirt is holding a yellow sword and holding it toward the camera.	it shirt sword camera toward holding orange body yellow holding little.
Young boys playing ball on the beach.	boys playing young beach ball.
A man is sitting in a chair with his foot propped up on a cabinet, talking into a microphone.	up microphone propped sitting man cabinet, chair talking into foot his.
A man in a suit sits talking into a microphone.	into talking man microphone suit sits.
A man in a gray suit is talking in front of a microphone.	gray man front talking microphone suit.
A man pokes his out of a small window.	man out pokes his window small.
Someone is playing hopscotch on a chalked out grid on the ground.	chalked someone out ground hopscotch playing grid.
A young child is watching a man play an electric guitar.	child watching young electric guitar man play.
Guy and girl looks at a person giving a speech while they are sitting down.	girl down while they giving person guy sitting looks speech.
A man is paddling a boat during a sunset.	sunset man paddling boat during.
Four children in black and red hats and black clothes perform.	children clothes perform black black red four hats.
A woman sitting in chair discusses a topic into a microphone.	discusses microphone sitting topic woman into chair.
A man in a white shirt and blue shorts swinging a tennis racket.	blue tennis racket man swinging white shorts shirt.
A boy cuts a flip in the grass.	grass flip boy cuts.
In front of an Asian market store one man rests in a chair while another man cleans.	while chair asian one cleans man another in front store market rests man.
The young boy was playing with his train set.	boy playing train his set was young.
A man holds a baby while they smile at each other.	baby they smile man each while holds other.
People are walking down the stairs through the fog.	stairs walking down people through fog.
A group of indians stand next to a streetlight in the daytime with clouds above them all.	next daytime to above group clouds stand streetlight indians them all.
A brown and black dog running through a river	black dog through running river brown.
People next to a red, white and blue hot air balloon that is on the grass	air balloon grass red, people that white next blue hot to.
A man speaking directly into a microphone	into microphone directly speaking man.
A boy wearing a blue hood holds a baby animal and smiles.	wearing blue hood boy holds animal baby smiles.
A group of theater students are jumping in sequence on stage.	group sequence jumping stage students theater.
A small baby in winter clothing is being held upright to take a picture.	upright being small winter to picture take clothing held baby.
People in a crowd behind a yellow metal gate.	behind crowd yellow people metal gate.
A young boy kicks a soccer ball while six others play but are dressed as referee.	soccer dressed but six boy kicks as play young ball referee others while.
A young girl is climbing on a wooden structure.	wooden climbing structure young girl.
Three helmet-wearing roller-blading children are next to a skating young adult.	adult helmet-wearing roller-blading to skating three children next young.
Two children are playing on a playground.	children two playground playing.
A woman who is fixing her computer while showing her daughter what it is doing.	showing her it what who her computer while doing daughter fixing woman.
Two women and an officer departing an airplane.	airplane two officer women departing.
A man in red swim trunks on a boat in the water.	trunks water man boat red swim.
A young boy sleeping after playing with his friends.	his boy sleeping friends playing young after.
A little girl wearing a decorated helmet is slumped over a small two-wheel bike.	wearing girl slumped little helmet two-wheel bike small decorated over.
A man wearing a face mask sits near a tent and a trailer.	mask sits near wearing tent man trailer face.
